D_func-I-0-all,D_func-I-1-all,D_func-I-2-all,D_func-I-3-all,D_func-S-0-all,D_func-S-1-all,D_func-S-2-all,D_func-S-3-all,D_func-T-0-all,D_func-T-1-all,D_func-T-2-all,D_func-T-3-all,D_func-Z-0-all,D_func-Z-1-all,D_func-Z-2-all,D_func-Z-3-all,D_func-chi-0-all,D_func-chi-1-all,D_func-chi-2-all,D_func-chi-3-all,D_lc-I-0-all,D_lc-I-1-all,D_lc-I-2-all,D_lc-I-3-all,D_lc-S-0-all,D_lc-S-1-all,D_lc-S-2-all,D_lc-S-3-all,D_lc-T-0-all,D_lc-T-1-all,D_lc-T-2-all,D_lc-T-3-all,D_lc-Z-0-all,D_lc-Z-1-all,D_lc-Z-2-all,D_lc-Z-3-all,D_lc-chi-0-all,D_lc-chi-1-all,D_lc-chi-2-all,D_lc-chi-3-all,D_mc-I-0-all,D_mc-I-1-all,D_mc-I-2-all,D_mc-I-3-all,D_mc-S-0-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,D_mc-T-0-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-Z-0-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-chi-0-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-lig-I-0,f-lig-I-1,f-lig-I-2,f-lig-I-3,f-lig-S-0,f-lig-S-1,f-lig-S-2,f-lig-S-3,f-lig-T-0,f-lig-T-1,f-lig-T-2,f-lig-T-3,f-lig-Z-0,f-lig-Z-1,f-lig-Z-2,f-lig-Z-3,f-lig-chi-0,f-lig-chi-1,f-lig-chi-2,f-lig-chi-3,func-I-0-all,func-I-1-all,func-I-2-all,func-I-3-all,func-S-0-all,func-S-1-all,func-S-2-all,func-S-3-all,func-T-0-all,func-T-1-all,func-T-2-all,func-T-3-all,func-Z-0-all,func-Z-1-all,func-Z-2-all,func-Z-3-all,func-chi-0-all,func-chi-1-all,func-chi-2-all,func-chi-3-all,lc-I-0-all,lc-I-1-all,lc-I-2-all,lc-I-3-all,lc-S-0-all,lc-S-1-all,lc-S-2-all,lc-S-3-all,lc-T-0-all,lc-T-1-all,lc-T-2-all,lc-T-3-all,lc-Z-0-all,lc-Z-1-all,lc-Z-2-all,lc-Z-3-all,lc-chi-0-all,lc-chi-1-all,lc-chi-2-all,lc-chi-3-all,mc-I-0-all,mc-I-1-all,mc-I-2-all,mc-I-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,mc-T-0-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,Df,Di,Dif,GPOAV,GPONAV,GPOV,GSA,POAV,POAV_vol_frac,PONAV,PONAV_vol_frac,VPOV,VSA,cell_v
0.0,0.0,0.0,0.0,0.0,0.1147028589678248,0.196674393058442,0.3841162915979241,0.0,-0.5439048735395282,-1.1191197271709663,-1.1740062322503977,0.0,5.440493335689414,9.981593682076856,16.34043829879942,0.0,0.5734815519484165,0.9593410777194252,1.50280674370406,0.0,0.0,0.0,0.0,0.0,-0.0378167553472537,0.0666763034808677,0.0848047470532626,0.0,-1.75224443282981,-1.556591542832771,-2.3917217171760448,0.0,1.6083708190887462,3.3479846705870817,4.557431794965532,0.0,0.7827122836179399,1.0478819453369628,1.6072599131377698,0.0,0.0,0.0,0.0,0.0,2.895052284250693,3.1085249660237317,6.685671763107,0.0,14.191344545502064,11.96517301761539,28.715480764204692,0.0,95.50817978673356,117.60669789869844,245.339064868538,0.0,-8.445147437405257,-4.659515315456589,-13.42734966154409,21.27689352360044,49.5642151481888,93.37596048298572,129.14873765093304,14.64257307903403,37.76209753018661,65.48180060373217,83.56232371020857,146.88693743139407,419.231613611416,676.2810098792536,767.128979143798,3459.286772777168,6883.491767288694,11988.424807903402,12675.838090010977,178.64450032930847,341.96286152579574,820.8284683315037,977.2317094401756,26.97819668407904,56.34658187599364,89.1344537815126,109.73313649784238,12.62260480354304,28.84312938905293,42.95632598228481,49.50476813536226,146.4894390188508,365.64569611628434,514.7503974562798,556.3225073813309,1256.573131955485,1904.5646150352036,2879.389507154213,3409.527140585964,192.58416613672492,384.3572796502385,611.4490225073812,731.7614344310697,0.6223235170635159,1.094695245082495,1.8041182670009523,2.5972799357090333,0.4378401412576649,0.6422704327368572,1.0634161400046125,1.508838127040587,2.357787544559633,5.907837254758883,9.040943504664526,11.316832802928012,138.10542689082536,67.34945496784849,115.66830013861946,201.91305367521431,6.53051835834799,8.786033082257639,14.963434985419353,21.06603210633927,1.0,1.118479073190283,2.165932945480717,2.0059089926780205,0.5395068834128743,0.6370393093767228,1.1273432722660628,1.0266041487425257,1.5331272211797613,4.450022134446053,6.149069163241777,6.185047681880885,61.09733910637767,53.07235850376857,103.30533135503748,85.4729581330523,11.292932089072815,9.518056635078668,20.295375743826863,16.710240839009742,1.0,4.920658224870628,6.196595185824054,10.865199153206836,1.7568214665987143,4.842626530173541,6.796847727314308,10.37265626483195,25.930168966598718,61.69631161465684,99.71453334901469,128.0769477549527,877.7236056661962,1124.3804022267525,1722.1280859599603,2153.8376378652447,2.7656596267837545,26.943394960665938,24.632338072957506,51.47042743106738,10.18806,15.28628,15.28628,2.13076,0.0,,5185.8,4778.65,,0.0,,,1966.98,5912.71
