f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-0-all,mc-I-1-all,mc-I-2-all,mc-I-3-all,mc-T-0-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-0-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-0-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-I-0-all,D_mc-I-1-all,D_mc-I-2-all,D_mc-I-3-all,D_mc-T-0-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-0-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,name
203.7418,392.1599999999997,843.6659999999997,934.992,4648.0,8832.0,18960.0,20160.0,23.0,56.0,96.0,132.0,152.0,416.0,720.0,864.0,17.349500000000003,44.092000000000006,76.77600000000004,102.57959999999996,2.722499999999999,22.704000000000004,20.79,63.7065,900.0,960.0,3240.0,2700.0,1.0,4.0,6.0,12.0,16.0,40.0,84.0,108.0,1.7161000000000006,3.825200000000001,8.174400000000004,11.632800000000003,0.0,-7.1599999999999975,-2.7000000000000006,-18.81,0.0,88.0,72.0,270.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,21.0,0.0,2.3200000000000003,1.6200000000000008,6.8400000000000025,qmof-d018171_primitive
203.7418,392.1599999999997,843.6659999999997,934.992,4648.0,8832.0,18960.0,20160.0,23.0,56.0,96.0,132.0,152.0,416.0,720.0,864.0,17.349500000000003,44.092000000000006,76.77600000000004,102.57959999999996,2.722499999999999,22.704000000000004,20.79,63.7065,900.0,960.0,3240.0,2700.0,1.0,4.0,6.0,12.0,16.0,40.0,84.0,108.0,1.7161000000000006,3.825200000000001,8.174400000000004,11.632800000000003,0.0,-7.1599999999999975,-2.7000000000000006,-18.81,0.0,88.0,72.0,270.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,21.0,0.0,2.3200000000000003,1.6200000000000008,6.8400000000000025,qmof-d018171_primitive
178.20719999999997,334.15699999999987,714.9148,1020.3371999999996,3915.0,6290.0,9808.0,11670.0,20.0,46.0,80.0,122.0,126.0,328.0,476.0,610.0,14.210299999999998,34.525200000000005,56.076,79.47560000000001,2.7225,27.72,26.317499999999995,51.12524999999999,900.0,1170.0,1545.0,2595.0,1.0,5.0,6.0,10.5,25.0,55.0,82.5,132.5,1.7161000000000002,4.8077000000000005,6.268350000000002,10.597900000000005,0.0,-8.55,-6.050000000000001,-13.660000000000002,0.0,111.0,128.5,228.5,0.0,0.0,0.0,0.0,0.0,14.0,13.5,26.0,0.0,2.8800000000000003,3.075,5.665000000000001,qmof-49e03d8_primitive
217.3017,402.8927999999998,1091.5238000000002,1170.7007999999998,1620.0,4496.0,8160.0,9904.0,24.0,58.0,114.0,154.0,172.0,476.0,818.0,966.0,15.917699999999998,43.46420000000001,77.44059999999996,102.2438,2.5921000000000003,29.53813333333333,22.786866666666665,64.42146666666667,169.0,554.6666666666666,654.3333333333334,1213.3333333333333,1.0,5.333333333333333,6.333333333333333,12.666666666666666,28.666666666666668,62.66666666666666,122.66666666666669,145.33333333333334,1.5876,4.905600000000001,7.2114,11.852400000000005,0.0,-9.759999999999998,-3.956666666666665,-19.62,0.0,26.666666666666668,32.0,71.33333333333333,0.0,0.0,0.0,0.0,0.0,17.0,11.0,40.0,0.0,2.8266666666666667,2.2566666666666664,6.553333333333336,qmof-d71e4e0_primitive
217.3017,402.8927999999998,1091.5238,1170.7007999999996,1620.0,4496.0,8160.0,9904.0,24.0,58.0,114.0,154.0,172.0,476.0,818.0,966.0,15.917699999999998,43.46420000000002,77.44059999999996,102.2438,2.5921000000000003,29.53813333333333,22.786866666666665,64.42146666666667,169.0,554.6666666666666,654.3333333333334,1213.3333333333333,1.0,5.333333333333333,6.333333333333333,12.666666666666666,28.666666666666668,62.66666666666666,122.66666666666669,145.33333333333334,1.5876,4.905600000000001,7.2114,11.852400000000005,0.0,-9.759999999999998,-3.956666666666665,-19.62,0.0,26.666666666666668,32.0,71.33333333333333,0.0,0.0,0.0,0.0,0.0,17.0,11.0,40.0,0.0,2.8266666666666667,2.2566666666666664,6.553333333333336,qmof-d71e4e0_primitive
203.7418,392.1599999999997,843.6659999999997,934.992,4648.0,8832.0,18960.0,20160.0,23.0,56.0,96.0,132.0,152.0,416.0,720.0,864.0,17.349500000000003,44.092000000000006,76.77600000000004,102.57959999999996,2.722499999999999,22.704000000000004,20.79,63.706500000000005,900.0,960.0,3240.0,2700.0,1.0,4.0,6.0,12.0,16.0,40.0,84.0,108.0,1.7161000000000006,3.825200000000001,8.174400000000004,11.632800000000003,0.0,-7.1599999999999975,-2.7000000000000006,-18.81,0.0,88.0,72.0,270.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,21.0,0.0,2.3200000000000003,1.6200000000000008,6.8400000000000025,qmof-a6a203e_primitive
203.7418,392.1599999999997,843.6659999999997,934.992,4648.0,8832.0,18960.0,20160.0,23.0,56.0,96.0,132.0,152.0,416.0,720.0,864.0,17.349500000000003,44.092000000000006,76.77600000000004,102.57959999999996,2.722499999999999,22.704000000000004,20.79,63.706500000000005,900.0,960.0,3240.0,2700.0,1.0,4.0,6.0,12.0,16.0,40.0,84.0,108.0,1.7161000000000006,3.825200000000001,8.174400000000004,11.632800000000003,0.0,-7.1599999999999975,-2.7000000000000006,-18.81,0.0,88.0,72.0,270.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,21.0,0.0,2.3200000000000003,1.6200000000000008,6.8400000000000025,qmof-a6a203e_primitive
203.7418,392.1599999999997,843.6659999999997,934.992,4648.0,8832.0,18960.0,20160.0,23.0,56.0,96.0,132.0,152.0,416.0,720.0,864.0,17.349500000000003,44.092000000000006,76.77600000000004,102.57959999999996,2.722499999999999,22.704000000000004,20.79,63.706500000000005,900.0,960.0,3240.0,2700.0,1.0,4.0,6.0,12.0,16.0,40.0,84.0,108.0,1.7161000000000006,3.825200000000001,8.174400000000004,11.632800000000003,0.0,-7.1599999999999975,-2.7000000000000006,-18.81,0.0,88.0,72.0,270.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,21.0,0.0,2.3200000000000003,1.6200000000000008,6.8400000000000025,qmof-a6a203e_primitive
203.7418,392.1599999999997,843.6659999999997,934.992,4648.0,8832.0,18960.0,20160.0,23.0,56.0,96.0,132.0,152.0,416.0,720.0,864.0,17.349500000000003,44.092000000000006,76.77600000000004,102.57959999999996,2.722499999999999,22.704000000000004,20.79,63.706500000000005,900.0,960.0,3240.0,2700.0,1.0,4.0,6.0,12.0,16.0,40.0,84.0,108.0,1.7161000000000006,3.825200000000001,8.174400000000004,11.632800000000003,0.0,-7.1599999999999975,-2.7000000000000006,-18.81,0.0,88.0,72.0,270.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,21.0,0.0,2.3200000000000003,1.6200000000000008,6.8400000000000025,qmof-a6a203e_primitive
93.10119999999998,171.72479999999996,379.641,210.528,661.0,1824.0,2388.0,1152.0,10.0,24.0,36.0,24.0,72.0,192.0,192.0,96.0,6.563699999999999,17.7828,21.8082,13.4904,2.5921000000000003,33.2304,12.3165,12.3165,169.0,624.0,234.0,234.0,1.0,6.0,3.0,3.0,36.0,72.0,54.0,54.0,1.5876,5.518800000000001,2.9106,2.9106,0.0,-10.98,-2.8199999999999994,-2.8199999999999994,0.0,30.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,24.0,9.0,9.0,0.0,3.1800000000000006,1.47,1.47,qmof-4b9877b_primitive
170.61699999999996,313.24799999999993,672.9867999999999,916.6079999999994,2698.0,5784.0,7408.0,8352.0,20.0,44.0,76.0,112.0,120.0,308.0,428.0,512.0,13.5636,32.8444,52.3932,69.50880000000004,2.7225,27.719999999999995,25.245,55.209,900.0,1170.0,1080.0,2100.0,1.0,5.0,6.0,12.0,25.0,55.0,90.0,150.0,1.7161000000000002,4.8077000000000005,6.052200000000001,10.846800000000002,0.0,-8.55,-5.4,-13.66,0.0,111.0,144.0,290.0,0.0,0.0,0.0,0.0,0.0,14.0,12.0,30.0,0.0,2.8800000000000003,3.24,7.440000000000001,qmof-74b00a0_primitive
170.61699999999996,339.2579999999999,735.0028,994.7611999999996,2698.0,5928.0,7744.0,10034.0,20.0,48.0,84.0,126.0,132.0,348.0,528.0,690.0,13.5636,35.216,57.01319999999998,81.07500000000003,2.7225,27.719999999999995,25.245,57.17249999999999,900.0,1170.0,1080.0,2430.0,1.0,5.0,6.0,12.0,25.0,55.0,90.0,165.0,1.7161000000000002,4.8077000000000005,6.052200000000001,11.8686,0.0,-8.55,-5.4,-14.85,0.0,111.0,144.0,279.0,0.0,0.0,0.0,0.0,0.0,14.0,12.0,27.0,0.0,2.8800000000000003,3.24,6.66,qmof-d192e8d_primitive
170.61699999999996,339.25799999999987,735.0028,994.7611999999996,2698.0,5928.0,7744.0,10034.0,20.0,48.0,84.0,126.0,132.0,348.0,528.0,690.0,13.5636,35.21600000000001,57.01319999999999,81.07500000000002,2.7225,27.719999999999995,25.245,57.17249999999999,900.0,1170.0,1080.0,2430.0,1.0,5.0,6.0,12.0,25.0,55.0,90.0,165.0,1.7161000000000002,4.8077000000000005,6.052200000000001,11.8686,0.0,-8.55,-5.4,-14.85,0.0,111.0,144.0,279.0,0.0,0.0,0.0,0.0,0.0,14.0,12.0,27.0,0.0,2.8800000000000003,3.24,6.66,qmof-d192e8d_primitive
93.1012,171.72479999999996,379.641,210.5279999999999,661.0,1824.0,2388.0,1152.0,10.0,24.0,36.0,24.0,72.0,192.0,192.0,96.0,6.563699999999999,17.782799999999998,21.8082,13.4904,2.5921000000000003,33.2304,12.3165,12.3165,169.0,624.0,234.0,234.0,1.0,6.0,3.0,3.0,36.0,72.0,54.0,54.0,1.5876,5.518800000000001,2.9106,2.9106,0.0,-10.98,-2.8199999999999994,-2.8199999999999994,0.0,30.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,24.0,9.0,9.0,0.0,3.1800000000000006,1.47,1.47,qmof-651fd87_primitive
93.1012,171.72479999999996,379.641,210.5279999999999,661.0,1824.0,2388.0,1152.0,10.0,24.0,36.0,24.0,72.0,192.0,192.0,96.0,6.563699999999999,17.782799999999998,21.8082,13.4904,2.5921000000000003,33.2304,12.3165,12.3165,169.0,624.0,234.0,234.0,1.0,6.0,3.0,3.0,36.0,72.0,54.0,54.0,1.5876,5.518800000000001,2.9106,2.9106,0.0,-10.98,-2.8199999999999994,-2.8199999999999994,0.0,30.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,24.0,9.0,9.0,0.0,3.1800000000000006,1.47,1.47,qmof-651fd87_primitive
486.6785999999997,920.8192,4251.559199999999,4714.176000000003,12084.0,33088.0,72384.0,91776.0,54.0,152.0,432.0,672.0,632.0,2336.0,4812.0,6360.0,38.94480000000003,137.0648000000001,306.5664000000001,470.5872000000002,1.7689,36.60160000000001,26.493600000000004,105.06999999999998,1600.0,2560.0,7440.0,7360.0,1.0,8.0,10.0,24.0,64.0,176.0,368.0,464.0,2.3716000000000004,8.9936,15.369200000000005,27.22720000000001,0.0,-16.88,-6.619999999999998,-47.07999999999999,0.0,256.0,214.0,776.0,0.0,0.0,0.0,0.0,0.0,42.0,34.0,134.0,0.0,6.480000000000003,5.420000000000001,19.28,qmof-8995d9d_primitive
170.617,313.248,672.9867999999999,916.6079999999996,2698.0,5784.0,7408.0,8352.0,20.0,44.0,76.0,112.0,120.0,308.0,428.0,512.0,13.5636,32.84440000000001,52.39319999999999,69.50880000000002,2.7225,27.719999999999995,25.245,57.981,900.0,1170.0,1080.0,2460.0,1.0,5.0,6.0,12.0,25.0,55.0,90.0,160.0,1.7161000000000002,4.8077000000000005,6.052200000000001,11.8424,0.0,-8.55,-5.4,-15.34,0.0,111.0,144.0,278.0,0.0,0.0,0.0,0.0,0.0,14.0,12.0,28.0,0.0,2.8800000000000003,3.24,6.680000000000001,qmof-0475987_primitive
159.2102,303.54560000000004,880.2258000000002,922.4704,1124.0,3296.0,5914.0,5024.0,18.0,44.0,92.0,116.0,140.0,412.0,650.0,556.0,11.149599999999998,32.1492,57.59939999999999,60.4148,2.5921000000000003,33.2304,26.0981,38.5756,169.0,624.0,507.0,728.0,1.0,6.0,7.0,8.0,36.0,84.0,120.0,108.0,1.5876,5.518800000000001,6.400800000000001,7.56,0.0,-10.98,-4.939999999999999,-11.079999999999998,0.0,30.0,52.0,48.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,30.0,0.0,3.1800000000000006,3.74,4.080000000000001,qmof-66a37f1_primitive
159.2102,303.54560000000004,880.2258000000002,922.4704,1124.0,3296.0,5914.0,5024.0,18.0,44.0,92.0,116.0,140.0,412.0,650.0,556.0,11.149599999999998,32.1492,57.59939999999999,60.4148,2.5921000000000003,33.2304,26.0981,38.5756,169.0,624.0,507.0,728.0,1.0,6.0,7.0,8.0,36.0,84.0,120.0,108.0,1.5876,5.518800000000001,6.400800000000001,7.56,0.0,-10.98,-4.939999999999999,-11.079999999999998,0.0,30.0,52.0,48.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,30.0,0.0,3.1800000000000006,3.74,4.080000000000001,qmof-66a37f1_primitive
93.1012,171.72479999999996,379.641,210.5279999999999,661.0,1824.0,2388.0,1152.0,10.0,24.0,36.0,24.0,72.0,192.0,192.0,96.0,6.563699999999999,17.782799999999998,21.8082,13.4904,2.5921000000000003,33.2304,12.3165,12.3165,169.0,624.0,234.0,234.0,1.0,6.0,3.0,3.0,36.0,72.0,54.0,54.0,1.5876,5.518800000000001,2.9106,2.9106,0.0,-10.98,-2.8199999999999994,-2.8199999999999994,0.0,30.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,24.0,9.0,9.0,0.0,3.1800000000000006,1.47,1.47,qmof-eeccd6b_primitive
93.1012,171.72479999999996,379.641,210.5279999999999,661.0,1824.0,2388.0,1152.0,10.0,24.0,36.0,24.0,72.0,192.0,192.0,96.0,6.563699999999999,17.782799999999998,21.8082,13.4904,2.5921000000000003,33.2304,12.3165,12.3165,169.0,624.0,234.0,234.0,1.0,6.0,3.0,3.0,36.0,72.0,54.0,54.0,1.5876,5.518800000000001,2.9106,2.9106,0.0,-10.98,-2.8199999999999994,-2.8199999999999994,0.0,30.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,24.0,9.0,9.0,0.0,3.1800000000000006,1.47,1.47,qmof-eeccd6b_primitive
203.7418,392.1599999999997,843.6659999999997,934.992,4648.0,8832.0,18960.0,20160.0,23.0,56.0,96.0,132.0,152.0,416.0,720.0,864.0,17.349500000000003,44.092000000000006,76.77600000000004,102.57959999999996,2.7225,22.704,20.79,63.706500000000005,900.0,960.0,3240.0,2700.0,1.0,4.0,6.0,12.0,16.0,40.0,84.0,108.0,1.7161000000000004,3.8252,8.174400000000002,11.6328,0.0,-7.159999999999998,-2.7,-18.81,0.0,88.0,72.0,270.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,21.0,0.0,2.3200000000000003,1.6200000000000006,6.840000000000002,qmof-c406647_primitive
203.7418,392.1599999999998,843.6659999999998,934.992,4648.0,8832.0,18960.0,20160.0,23.0,56.0,96.0,132.0,152.0,416.0,720.0,864.0,17.349500000000003,44.092000000000006,76.77600000000002,102.57959999999996,2.7225,22.704,20.79,63.706500000000005,900.0,960.0,3240.0,2700.0,1.0,4.0,6.0,12.0,16.0,40.0,84.0,108.0,1.7161000000000004,3.8252,8.174400000000002,11.6328,0.0,-7.159999999999998,-2.7,-18.81,0.0,88.0,72.0,270.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,21.0,0.0,2.3200000000000003,1.6200000000000006,6.840000000000002,qmof-c406647_primitive
157.274,302.1430000000001,476.1514,621.1359999999999,1592.0,2908.0,3694.0,3148.0,23.0,46.0,70.0,90.0,116.0,282.0,368.0,358.0,11.783100000000005,26.313400000000005,38.497400000000006,40.9866,2.7225,21.384,24.6675,41.2335,900.0,900.0,930.0,1260.0,1.0,4.0,6.0,10.0,16.0,40.0,64.0,80.0,1.7161000000000004,3.8776000000000006,5.5282,7.938600000000001,0.0,-6.36,-5.050000000000001,-8.490000000000002,0.0,90.0,149.0,258.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,20.0,0.0,2.2800000000000007,3.64,7.04,qmof-8b9a87d_primitive
157.274,302.1430000000001,476.1514,621.1359999999999,1592.0,2908.0,3694.0,3148.0,23.0,46.0,70.0,90.0,116.0,282.0,368.0,358.0,11.783100000000005,26.313400000000005,38.497400000000006,40.9866,2.7225,21.384,24.6675,41.2335,900.0,900.0,930.0,1260.0,1.0,4.0,6.0,10.0,16.0,40.0,64.0,80.0,1.7161000000000004,3.8776000000000006,5.5282,7.938600000000001,0.0,-6.36,-5.050000000000001,-8.490000000000002,0.0,90.0,149.0,258.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,20.0,0.0,2.2800000000000007,3.64,7.04,qmof-8b9a87d_primitive
157.274,302.1430000000001,476.1514,621.1359999999999,1592.0,2908.0,3694.0,3148.0,23.0,46.0,70.0,90.0,116.0,282.0,368.0,358.0,11.783100000000005,26.313400000000005,38.497400000000006,40.9866,2.7225,21.384,24.6675,41.2335,900.0,900.0,930.0,1260.0,1.0,4.0,6.0,10.0,16.0,40.0,64.0,80.0,1.7161000000000004,3.8776000000000006,5.5282,7.938600000000001,0.0,-6.36,-5.050000000000001,-8.490000000000002,0.0,90.0,149.0,258.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,20.0,0.0,2.2800000000000007,3.64,7.04,qmof-8b9a87d_primitive
157.274,302.1430000000001,476.1514,621.1359999999999,1592.0,2908.0,3694.0,3148.0,23.0,46.0,70.0,90.0,116.0,282.0,368.0,358.0,11.783100000000005,26.313400000000005,38.497400000000006,40.9866,2.7225,21.384,24.6675,41.2335,900.0,900.0,930.0,1260.0,1.0,4.0,6.0,10.0,16.0,40.0,64.0,80.0,1.7161000000000004,3.8776000000000006,5.5282,7.938600000000001,0.0,-6.36,-5.050000000000001,-8.490000000000002,0.0,90.0,149.0,258.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,20.0,0.0,2.2800000000000007,3.64,7.04,qmof-8b9a87d_primitive
157.274,302.1430000000001,476.15140000000014,621.1360000000001,1592.0,2908.0,3694.0,3148.0,23.0,46.0,70.0,90.0,116.0,282.0,368.0,358.0,11.7831,26.31340000000001,38.4974,40.98660000000001,2.7225,21.384,24.6675,41.2335,900.0,900.0,930.0,1260.0,1.0,4.0,6.0,10.0,16.0,40.0,64.0,80.0,1.7161000000000004,3.8776000000000006,5.5282,7.938600000000001,0.0,-6.36,-5.050000000000001,-8.490000000000002,0.0,90.0,149.0,258.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,20.0,0.0,2.2800000000000007,3.64,7.04,qmof-8b9a87d_primitive
157.274,302.1430000000001,476.1514000000001,621.1360000000001,1592.0,2908.0,3694.0,3148.0,23.0,46.0,70.0,90.0,116.0,282.0,368.0,358.0,11.7831,26.31340000000001,38.4974,40.98660000000001,2.7225,21.384,24.6675,41.2335,900.0,900.0,930.0,1260.0,1.0,4.0,6.0,10.0,16.0,40.0,64.0,80.0,1.7161000000000004,3.8776000000000006,5.5282,7.938600000000001,0.0,-6.36,-5.050000000000001,-8.490000000000002,0.0,90.0,149.0,258.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,20.0,0.0,2.2800000000000007,3.64,7.04,qmof-8b9a87d_primitive
157.274,302.1430000000001,476.15140000000014,621.1360000000001,1592.0,2908.0,3694.0,3148.0,23.0,46.0,70.0,90.0,116.0,282.0,368.0,358.0,11.7831,26.31340000000001,38.4974,40.98660000000001,2.7225,21.384,24.6675,41.2335,900.0,900.0,930.0,1260.0,1.0,4.0,6.0,10.0,16.0,40.0,64.0,80.0,1.7161000000000004,3.8776000000000006,5.5282,7.938600000000001,0.0,-6.36,-5.050000000000001,-8.490000000000002,0.0,90.0,149.0,258.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,20.0,0.0,2.2800000000000007,3.64,7.04,qmof-8b9a87d_primitive
157.274,302.1430000000001,476.15140000000014,621.1360000000001,1592.0,2908.0,3694.0,3148.0,23.0,46.0,70.0,90.0,116.0,282.0,368.0,358.0,11.7831,26.31340000000001,38.4974,40.98660000000001,2.7225,21.384,24.6675,41.2335,900.0,900.0,930.0,1260.0,1.0,4.0,6.0,10.0,16.0,40.0,64.0,80.0,1.7161000000000004,3.8776000000000006,5.5282,7.938600000000001,0.0,-6.36,-5.050000000000001,-8.490000000000002,0.0,90.0,149.0,258.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,20.0,0.0,2.2800000000000007,3.64,7.04,qmof-8b9a87d_primitive
174.2856,329.53619999999995,708.5308,995.5459999999996,2691.0,5814.0,7360.0,9086.0,20.0,46.0,80.0,122.0,126.0,328.0,476.0,610.0,13.047599999999996,33.3702,52.872799999999984,73.793,2.7225,27.719999999999995,25.6905,50.209499999999984,900.0,1170.0,1035.0,2010.0,1.0,5.0,6.0,10.5,25.0,55.0,82.5,125.0,1.7161000000000002,4.8077000000000005,5.764000000000001,9.831550000000002,0.0,-8.55,-5.670000000000001,-13.105000000000002,0.0,111.0,145.5,248.0,0.0,0.0,0.0,0.0,0.0,14.0,13.5,27.5,0.0,2.8800000000000003,3.46,6.25,qmof-0f8a04b_primitive
170.61699999999996,313.248,672.9867999999999,916.6079999999994,2698.0,5784.0,7408.0,8352.0,20.0,44.0,76.0,112.0,120.0,308.0,428.0,512.0,13.5636,32.8444,52.3932,69.50880000000004,2.7225,27.719999999999995,25.245,55.20899999999999,900.0,1170.0,1080.0,2100.0,1.0,5.0,6.0,12.0,25.0,55.0,90.0,140.0,1.7161000000000002,4.8077000000000005,6.052200000000001,10.846800000000002,0.0,-8.55,-5.4,-13.660000000000004,0.0,111.0,144.0,290.0,0.0,0.0,0.0,0.0,0.0,14.0,12.0,32.0,0.0,2.8800000000000003,3.24,7.440000000000001,qmof-9d2a0e4_primitive
159.2102,303.5456,880.2258000000002,922.4704,1124.0,3296.0,5914.0,5024.0,18.0,44.0,92.0,116.0,140.0,412.0,650.0,556.0,11.149599999999998,32.1492,57.5994,60.4148,2.5921000000000003,33.2304,26.0981,38.5756,169.0,624.0,507.0,728.0,1.0,6.0,7.0,8.0,36.0,84.0,120.0,120.0,1.5876,5.518800000000001,6.400800000000001,7.56,0.0,-10.98,-4.939999999999999,-11.079999999999998,0.0,30.0,52.0,48.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,28.0,0.0,3.1800000000000006,3.74,4.080000000000001,qmof-6e77811_primitive
159.2102,303.5455999999999,880.2257999999999,922.4703999999996,1124.0,3296.0,5914.0,5024.0,18.0,44.0,92.0,116.0,140.0,412.0,650.0,556.0,11.149599999999998,32.1492,57.59939999999998,60.414800000000014,2.5921000000000003,33.2304,26.0981,38.5756,169.0,624.0,507.0,728.0,1.0,6.0,7.0,8.0,36.0,84.0,120.0,120.0,1.5876,5.518800000000001,6.400800000000001,7.56,0.0,-10.98,-4.939999999999999,-11.079999999999998,0.0,30.0,52.0,48.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,28.0,0.0,3.1800000000000006,3.74,4.080000000000001,qmof-6e77811_primitive
105.2946,217.78560000000004,275.9256,322.7381999999999,3033.0,3234.0,5322.0,8442.0,15.0,30.0,42.0,48.0,72.0,162.0,186.0,198.0,12.6456,22.725000000000005,35.4762,41.41499999999999,3.61,11.551999999999998,21.242,34.95999999999999,841.0,406.0,754.0,2436.0,1.0,2.0,4.0,8.0,4.0,12.0,24.0,36.0,1.9043999999999992,2.07,4.1952,9.0804,0.0,-2.2800000000000007,-3.5799999999999987,-3.2,0.0,44.0,90.0,148.0,0.0,0.0,0.0,0.0,0.0,-2.0,-4.0,-2.0,0.0,1.2599999999999998,2.48,4.46,qmof-17db927_primitive
105.2946,217.78560000000004,275.9256,322.7381999999999,3033.0,3234.0,5322.0,8442.0,15.0,30.0,42.0,48.0,72.0,162.0,186.0,198.0,12.6456,22.725000000000005,35.4762,41.41499999999999,3.61,11.551999999999998,21.242,34.95999999999999,841.0,406.0,754.0,2436.0,1.0,2.0,4.0,8.0,4.0,12.0,24.0,36.0,1.9043999999999992,2.07,4.1952,9.0804,0.0,-2.2800000000000007,-3.5799999999999987,-3.2,0.0,44.0,90.0,148.0,0.0,0.0,0.0,0.0,0.0,-2.0,-4.0,-2.0,0.0,1.2599999999999998,2.48,4.46,qmof-17db927_primitive
105.29460000000002,217.7856,275.9256,322.7382,3033.0,3234.0,5322.0,8442.0,15.0,30.0,42.0,48.0,72.0,162.0,186.0,198.0,12.6456,22.725,35.4762,41.415,3.61,11.551999999999998,21.242,34.95999999999999,841.0,406.0,754.0,2436.0,1.0,2.0,4.0,8.0,4.0,12.0,24.0,36.0,1.9043999999999992,2.07,4.1952,9.0804,0.0,-2.2800000000000007,-3.5799999999999987,-3.2,0.0,44.0,90.0,148.0,0.0,0.0,0.0,0.0,0.0,-2.0,-4.0,-2.0,0.0,1.2599999999999998,2.48,4.46,qmof-17db927_primitive
105.2946,217.78560000000004,275.9256,322.7381999999999,3033.0,3234.0,5322.0,8442.0,15.0,30.0,42.0,48.0,72.0,162.0,186.0,198.0,12.6456,22.725000000000005,35.47619999999999,41.41499999999999,3.61,11.551999999999998,21.242,34.95999999999999,841.0,406.0,754.0,2436.0,1.0,2.0,4.0,8.0,4.0,12.0,24.0,36.0,1.9043999999999992,2.07,4.1952,9.0804,0.0,-2.2800000000000007,-3.5799999999999987,-3.2,0.0,44.0,90.0,148.0,0.0,0.0,0.0,0.0,0.0,-2.0,-4.0,-2.0,0.0,1.2599999999999998,2.48,4.46,qmof-17db927_primitive
159.2102,303.5455999999999,880.2258000000002,922.4703999999998,1124.0,3296.0,5914.0,5024.0,18.0,44.0,92.0,116.0,140.0,412.0,650.0,556.0,11.149599999999998,32.1492,57.59939999999999,60.4148,2.5921000000000003,33.2304,26.0981,38.5756,169.0,624.0,507.0,728.0,1.0,6.0,7.0,8.0,36.0,84.0,120.0,120.0,1.5876,5.518800000000001,6.400800000000001,7.56,0.0,-10.98,-4.939999999999999,-11.079999999999998,0.0,30.0,52.0,48.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,28.0,0.0,3.1800000000000006,3.74,4.080000000000001,qmof-cd01241_primitive
159.2102,303.54560000000004,880.2258000000002,922.4704,1124.0,3296.0,5914.0,5024.0,18.0,44.0,92.0,116.0,140.0,412.0,650.0,556.0,11.1496,32.1492,57.59939999999999,60.41479999999999,2.5921000000000003,33.2304,26.0981,38.5756,169.0,624.0,507.0,728.0,1.0,6.0,7.0,8.0,36.0,84.0,120.0,120.0,1.5876,5.518800000000001,6.400800000000001,7.56,0.0,-10.98,-4.939999999999999,-11.079999999999998,0.0,30.0,52.0,48.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,28.0,0.0,3.1800000000000006,3.74,4.080000000000001,qmof-cd01241_primitive
